empresa,ano,retorno_anual,ceo,chairman,ibrx,industria
MPLU3,2012,0.59,0,0,1,
MPLU3,2013,-0.34,0,0,1,
MPLU3,2014,0.14,0,0,1,
MPLU3,2015,0.25,0,0,1,
MPLU3,2016,-0.05,0,0,1,
MPLU3,2017,0.16,0,0,1,
NTCO3,2019,0.74,0,0,1,
NATU3,2009,1.02,0,0,1,
NATU3,2010,0.37,0,0,1,
NATU3,2011,-0.2,0,0,1,
NATU3,2012,0.69,0,0,1,
NATU3,2013,-0.27,0,0,1,
NATU3,2014,-0.19,0,0,1,
NATU3,2015,-0.22,0,0,1,
NATU3,2016,0,0,0,1,
NATU3,2017,0.45,0,0,1,
NATU3,2018,0.37,0,0,1,
NETC4,2009,0.81,0,0,1,
GNDI3,2019,1.36,0,0,1,
ODPV3,2011,0.11,1,0,1,
ODPV3,2012,0.31,1,0,1,
ODPV3,2013,-0.05,1,0,1,
ODPV3,2014,0.05,0,0,1,
ODPV3,2015,0,0,0,1,
ODPV3,2016,0.36,0,0,1,
ODPV3,2017,0.31,0,0,1,
ODPV3,2018,-0.12,0,0,1,
ODPV3,2019,0.25,0,0,1,
OGXP3,2009,2.25,0,1,1,
OGXP3,2010,0.17,0,1,1,
OGXP3,2011,-0.31,0,1,1,
OGXP3,2012,-0.68,0,1,1,
OIBR4,2009,0.23,0,0,1,
OIBR4,2010,-0.25,0,0,1,
OIBR4,2011,-0.09,0,0,1,
OIBR4,2012,0.17,0,0,1,
OIBR4,2013,-0.49,0,0,1,
OIBR4,2014,-0.76,0,0,1,
OSXB3,2012,-0.07,0,1,1,
PCAR4,2009,1.12,0,1,1,
PCAR4,2010,0.08,0,1,1,
PCAR4,2011,-0.01,0,1,1,
PCAR4,2012,0.41,0,1,1,
PCAR4,2013,0.17,0,1,1,
PCAR4,2014,-0.05,0,0,1,
PCAR4,2015,-0.57,0,0,1,
PCAR4,2016,0.3,0,0,1,
PCAR4,2017,0.46,0,0,1,
PCAR4,2018,0.04,0,0,1,
PCAR4,2019,0.09,0,0,1,
PMAM3,2010,-0.25,0,0,1,
PMAM3,2011,-0.4,0,0,1,
PDGR3,2009,2.14,0,0,1,
PDGR3,2010,0.19,0,0,1,
PDGR3,2011,-0.41,0,0,1,
PDGR3,2012,-0.41,0,0,1,
PDGR3,2013,-0.45,0,0,1,
PDGR3,2014,-0.52,0,0,1,
PRIO3,2011,-0.64,0,0,1,
PRIO3,2012,-0.59,0,0,1,
PRIO3,2013,-0.81,0,0,1,
PRIO3,2014,-0.49,0,0,1,
BRDT3,2018,0.61,0,0,1,
BRDT3,2019,0.31,0,0,1,
PETR4,2009,0.66,0,0,1,
PETR4,2010,-0.23,0,0,1,
PETR4,2011,-0.17,0,0,1,
PETR4,2012,-0.07,0,0,1,
PETR4,2013,-0.09,0,0,1,
PETR4,2014,-0.38,0,0,1,
PETR4,2015,-0.33,0,0,1,
PETR4,2016,1.22,0,0,1,
PETR4,2017,0.09,0,0,1,
PETR4,2018,0.47,0,0,1,
PETR4,2019,0.37,0,0,1,
PLAS3,2009,0.74,0,0,1,
PLAS3,2010,0.5,0,0,1,
PSSA3,2009,0.63,0,0,1,
PSSA3,2010,0.43,0,0,1,
PSSA3,2011,-0.19,0,0,1,
PSSA3,2012,0.17,0,0,1,
PSSA3,2013,0.32,0,0,1,
PSSA3,2014,0.12,0,0,1,
PSSA3,2015,0,0,0,1,
PSSA3,2016,-0.03,0,0,1,
PSSA3,2017,0.42,0,0,1,
PSSA3,2018,0.57,0,0,1,
PSSA3,2019,0.25,0,0,1,
PRTX3,2010,NA,1,1,1,
POSI3,2009,2.31,0,0,1,
POSI3,2010,-0.55,0,1,1,
POSI3,2011,-0.38,0,1,1,
PRML3,2009,5.7,1,1,1,
PRML3,2010,-0.2,1,1,1,
PRML3,2011,-0.28,1,1,1,
PRML3,2012,-0.28,1,1,1,
PRML3,2013,-0.46,1,1,1,
PRML3,2014,-0.6,0,0,1,
QUAL3,2013,0.06,1,1,1,
QUAL3,2014,0.24,1,1,1,
QUAL3,2015,-0.43,1,1,1,
QUAL3,2016,0.52,1,1,1,
QUAL3,2017,0.75,1,1,1,
QUAL3,2018,-0.57,1,1,1,
QUAL3,2019,2.41,1,0,1,
RAPT4,2009,1.61,0,1,1,
RAPT4,2010,0.21,0,1,1,
RAPT4,2011,-0.27,0,1,1,
RAPT4,2012,0.55,0,1,1,
RAPT4,2013,-0.07,0,1,1,
RAPT4,2014,-0.46,0,1,1,
RAPT4,2015,-0.48,0,1,1,
RAPT4,2016,0.41,0,1,1,
RAPT4,2017,1.01,0,1,1,
RAPT4,2018,0.31,0,0,1,
RAPT4,2019,0.5,0,0,1,
RDCD3,2009,0.2,0,0,1,
RDCD3,2010,-0.22,0,0,1,
RDCD3,2011,0.51,0,0,1,
RSID3,2009,3.12,0,0,1,
RSID3,2010,-0.02,0,0,1,
RSID3,2011,-0.44,0,0,1,
RSID3,2012,-0.41,0,0,1,
RSID3,2013,-0.55,0,0,1,
RSID3,2014,-0.67,0,0,1,
RSID3,2015,-0.81,0,0,1,
RAIL3,2015,-0.56,0,0,1,
RAIL3,2016,-0.03,0,0,1,
SBSP3,2009,0.32,0,0,1,
SBSP3,2010,0.3,0,0,1,
SBSP3,2011,0.2,0,0,1,
SBSP3,2012,0.76,0,0,1,
SBSP3,2013,-0.06,0,0,1,
SBSP3,2014,-0.33,0,0,1,
SBSP3,2015,0.14,0,0,1,
SBSP3,2016,0.54,0,0,1,
SBSP3,2017,0.27,0,0,1,
SBSP3,2018,-0.06,0,0,1,
SBSP3,2019,0.97,0,0,1,
SMTO3,2015,0.29,0,0,1,
SMTO3,2016,0.3,0,0,1,
SMTO3,2017,0.03,0,0,1,
SMTO3,2018,-0.03,0,0,1,
SEER3,2015,-0.74,1,1,1,
SEER3,2016,1.48,1,1,1,
SEER3,2017,0.72,1,1,1,
SEER3,2018,-0.49,1,1,1,
SEER3,2019,0.99,1,1,1,
SLCE3,2018,0.65,0,0,1,
SLCE3,2019,0.24,0,0,1,
SMLS3,2014,0.79,0,0,1,
SMLS3,2015,-0.21,0,0,1,
SMLS3,2016,0.42,0,0,1,
SMLS3,2017,0.83,0,0,1,
SMLS3,2018,-0.39,0,0,1,
SMLS3,2019,-0.04,0,0,1,
CRUZ3,2009,0.43,0,0,1,
CRUZ3,2010,0.66,0,0,1,
CRUZ3,2011,0.35,0,0,1,
CRUZ3,2012,0.39,0,0,1,
CRUZ3,2013,-0.19,0,0,1,
CRUZ3,2014,-0.16,0,0,1,
SULA11,2010,0.26,0,0,1,
SULA11,2011,-0.19,0,0,1,
SULA11,2012,0.26,0,0,1,
SULA11,2013,0.04,0,0,1,
SULA11,2014,-0.1,0,0,1,
SULA11,2015,0.49,0,0,1,
SULA11,2016,-0.02,0,0,1,
SULA11,2017,0.22,0,0,1,
SULA11,2018,0.57,0,0,1,
SULA11,2019,1.16,0,0,1,
SUZB5,2009,0.76,0,0,1,
SUZB5,2010,-0.06,0,0,1,
SUZB5,2011,-0.51,0,0,1,
SUZB5,2012,0.02,0,0,1,
SUZB5,2013,0.33,0,0,1,
SUZB5,2014,0.24,0,0,1,
SUZB5,2015,0.69,0,0,1,
SUZB5,2016,-0.2,0,0,1,
TAEE11,2014,0.2,0,0,1,
TAEE11,2015,0,0,0,1,
TAEE11,2016,0.43,0,0,1,
TAEE11,2017,0.13,0,0,1,
TAEE11,2018,0.26,0,0,1,
TAEE11,2019,0.41,0,0,1,
TAMM4,2009,1,0,0,1,
TAMM4,2010,0.08,0,0,1,
TAMM4,2011,-0.08,0,0,1,
TCSA3,2012,-0.15,1,0,1,
TNLP4,2009,0.38,0,0,1,
TNLP4,2010,-0.27,0,0,1,
TNLP4,2011,-0.24,0,0,1,
VIVT4,2009,0.03,0,0,1,
VIVT4,2010,0.07,0,0,1,
VIVT4,2011,0.42,0,0,1,
VIVT4,2012,0,0,0,1,
VIVT4,2013,0,0,0,1,
VIVT4,2014,0.12,0,0,1,
VIVT4,2015,-0.17,0,0,1,
VIVT4,2016,0.26,0,0,1,
VIVT4,2017,0.19,0,0,1,
VIVT4,2018,0.04,0,0,1,
VIVT4,2019,0.33,0,0,1,
TMAR5,2009,0.2,0,0,1,
TMAR5,2010,-0.22,0,0,1,
TERI3,2010,-0.42,0,0,1,
TESA3,2009,1.5,0,0,1,
TESA3,2010,-0.08,0,0,1,
TESA3,2011,-0.68,0,0,1,
TESA3,2012,0.4,0,0,1,
TESA3,2013,-0.07,0,0,1,
TCSL4,2009,0.81,0,0,1,
TCSL4,2010,0.11,0,0,1,
TOTS3,2011,0.01,1,1,1,
TOTS3,2012,0.26,1,1,1,
TOTS3,2013,-0.07,1,1,1,
TOTS3,2014,-0.02,1,0,1,
TOTS3,2015,-0.08,1,0,1,
TOTS3,2016,-0.21,1,0,1,
TOTS3,2017,0.25,1,0,1,
TOTS3,2018,-0.08,1,0,1,
TOTS3,2019,1.4,0,1,1,
EGIE3,2009,0.21,0,0,1,
EGIE3,2010,0.32,0,0,1,
EGIE3,2011,0.19,0,0,1,
EGIE3,2012,0.17,0,0,1,
EGIE3,2013,0.15,0,0,1,
EGIE3,2014,-0.01,0,0,1,
EGIE3,2015,0.02,0,0,1,
EGIE3,2016,0.09,0,0,1,
EGIE3,2017,0.1,0,0,1,
EGIE3,2018,0.3,0,0,1,
EGIE3,2019,0.59,0,0,1,
TUPY3,2016,-0.32,0,0,1,
UGPA4,2009,0.62,0,0,1,
UGPA4,2010,0.35,0,0,1,
USIM5,2009,0.93,0,0,1,
USIM5,2010,-0.21,0,0,1,
USIM5,2011,-0.45,0,0,1,
USIM5,2012,0.24,0,0,1,
USIM5,2013,0.11,0,0,1,
USIM5,2014,-0.64,0,0,1,
USIM5,2015,-0.69,0,0,1,
USIM5,2016,1.69,0,0,1,
USIM5,2017,1.24,0,0,1,
USIM5,2018,0.02,0,0,1,
USIM5,2019,0.05,0,0,1,
FFTL4,2009,0.48,0,0,1,
FFTL4,2010,0.15,0,0,1,
VLID3,2014,0.37,0,0,1,
VLID3,2015,0.03,0,0,1,
VLID3,2016,-0.38,0,0,1,
VLID3,2017,-0.16,0,0,1,
VLID3,2018,0.03,0,0,1,
VIVR3,2010,-0.01,0,0,1,
VIVO4,2009,1,0,0,1,
VIVO4,2010,0.02,0,0,1,
WEGE3,2009,0.52,0,0,1,
WEGE3,2010,0.22,0,0,1,
WEGE3,2011,-0.11,0,0,1,
WEGE3,2013,0.18,0,0,1,
WEGE3,2014,0.31,0,0,1,
WEGE3,2015,0,0,0,1,
WEGE3,2016,0.02,0,0,1,
WEGE3,2017,0.64,0,0,1,
WEGE3,2018,-0.04,0,0,1,
WEGE3,2019,1.01,0,0,1,
WIZS3,2017,-0.1,0,0,1,
WIZS3,2018,-0.37,0,0,1,
ALLL3,2010,-0.82,0,0,1,
ALLL3,2011,-0.39,0,0,1,
ALLL3,2012,-0.09,0,0,1,
ALLL3,2013,-0.2,0,0,1,
ALLL3,2014,-0.23,0,0,1,
ELET6,2009,0.4,0,0,1,
ELET6,2010,-0.1,0,0,1,
ELET6,2011,0.08,0,0,1,
ELET6,2012,-0.56,0,0,1,
ELET6,2013,0.14,0,0,1,
ELET6,2014,-0.05,0,0,1,
ELET6,2015,0.29,0,0,1,
ELET6,2016,1.51,0,0,1,
ELET6,2017,-0.06,0,0,1,
ELET6,2018,0.24,0,0,1,
ELET6,2019,0.42,0,0,1,
FIBR3,2009,0.98,0,0,1,
FIBR3,2010,-0.32,0,0,1,
FIBR3,2011,-0.47,0,0,1,
FIBR3,2012,0.61,0,0,1,
FIBR3,2013,0.23,0,0,1,
FIBR3,2014,0.18,0,0,1,
FIBR3,2015,0.72,0,0,1,
FIBR3,2016,-0.36,0,0,1,
FIBR3,2017,0.55,0,0,1,
FIBR3,2018,0.53,0,0,1,
KLBN11,2014,0.24,0,0,1,
KLBN11,2015,0.64,0,0,1,
KLBN11,2016,-0.2,0,0,1,
KLBN11,2017,0.04,0,0,1,
KLBN11,2018,-0.05,0,0,1,
KLBN11,2019,0.22,0,0,1,
RAIL3,2017,1.11,0,0,1,
RAIL3,2018,0.31,0,0,1,
RAIL3,2019,0.54,0,0,1,
TIET11,2016,0.14,0,0,1,
TIET11,2017,-0.02,0,0,1,
TIET11,2018,-0.15,0,0,1,
TIET11,2019,0.72,0,0,1,
TIMP3,2009,0.46,0,0,1,
TIMP3,2010,-0.05,0,0,1,
TIMP3,2011,0.37,0,0,1,
TIMP3,2012,-0.12,0,0,1,
TIMP3,2013,0.56,0,0,1,
TIMP3,2014,-0.02,0,0,1,
TIMP3,2015,-0.41,0,0,1,
TIMP3,2016,0.18,0,0,1,
TIMP3,2017,0.71,0,0,1,
TIMP3,2018,-0.08,0,0,1,
TIMP3,2019,0.38,0,0,1,
TNLP3,2009,0.34,0,0,1,
TNLP3,2010,-0.21,0,0,1,
TNLP3,2011,-0.32,0,0,1,
UGPA3,2011,0.24,0,0,1,
UGPA3,2012,0.48,0,0,1,
UGPA3,2013,0.24,0,0,1,
UGPA3,2014,-0.06,0,0,1,
UGPA3,2015,0.2,0,0,1,
UGPA3,2016,0.13,0,0,1,
UGPA3,2017,0.14,0,0,1,
UGPA3,2018,-0.27,0,0,1,
UGPA3,2019,-0.02,0,0,1,
VALE3,2009,0.83,0,0,1,
VALE3,2010,0.14,0,0,1,
VALE3,2011,-0.24,0,0,1,
VALE3,2012,0.13,0,0,1,
VALE3,2013,-0.11,0,0,1,
VALE3,2014,-0.35,0,0,1,
VALE3,2015,-0.37,0,0,1,
VALE3,2016,1.03,0,0,1,
VALE3,2017,0.58,0,0,1,
VALE3,2018,0.32,0,0,1,
VALE3,2019,0.07,0,0,1,
VVAR3,2018,-0.45,0,0,1,
VVAR3,2019,1.54,0,0,1,
